sector;sector_string
7219;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
72190;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
722;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
722;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
72200;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
73;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
731;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
7311;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
73110;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
7312;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
73120;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
732;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
732;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
73200;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
741;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
741;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74101;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74102;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74103;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
742;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
742;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74201;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74202;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
743;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
743;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74301;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74302;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
749;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
749;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
74900;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
75;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
75;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
75;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
75001;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
75009;Erbringung von freiberuflichen wissenschaftlichen und technischen Dienstleistungen
77;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
771;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7711;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77110;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7712;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77120;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
772;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7721;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77210;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7722;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77220;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7729;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77290;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
773;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7731;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77310;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7732;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77320;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7733;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77330;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7734;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77340;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7735;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77350;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7739;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77390;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
774;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
774;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
77400;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
781;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
781;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78100;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
782;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
782;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78200;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
783;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
783;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
78300;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
791;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7911;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79110;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
7912;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79120;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
799;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
799;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
79900;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
801;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
801;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80100;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
802;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
802;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80200;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
803;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
803;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
80300;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
811;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
811;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81100;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
812;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8121;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81210;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8122;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81221;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81229;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8129;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81291;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81292;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81299;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
813;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
813;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81301;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
81309;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
821;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8211;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82110;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8219;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82190;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
822;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
822;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82200;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
823;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
823;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82300;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
829;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8291;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82911;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82912;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8292;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82920;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
8299;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82991;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
82999;Erbringung von sonstigen wirtschaftlichen Dienstleistungen
84;Öffentliche Verwaltung Verteidigung; Sozialversicherung
841;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8411;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84110;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8412;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84120;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8413;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84130;Öffentliche Verwaltung Verteidigung; Sozialversicherung
842;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8421;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84210;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8422;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84220;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8423;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84230;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8424;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84240;Öffentliche Verwaltung Verteidigung; Sozialversicherung
8425;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84250;Öffentliche Verwaltung Verteidigung; Sozialversicherung
843;Öffentliche Verwaltung Verteidigung; Sozialversicherung
843;Öffentliche Verwaltung Verteidigung; Sozialversicherung
84300;Öffentliche Verwaltung Verteidigung; Sozialversicherung
85;Erziehung und Unterricht
851;Erziehung und Unterricht
851;Erziehung und Unterricht
85101;Erziehung und Unterricht
85102;Erziehung und Unterricht
852;Erziehung und Unterricht
852;Erziehung und Unterricht
85200;Erziehung und Unterricht
853;Erziehung und Unterricht
8531;Erziehung und Unterricht
85311;Erziehung und Unterricht
85312;Erziehung und Unterricht
8532;Erziehung und Unterricht
85320;Erziehung und Unterricht
854;Erziehung und Unterricht
8541;Erziehung und Unterricht
85410;Erziehung und Unterricht
8542;Erziehung und Unterricht
85421;Erziehung und Unterricht
85422;Erziehung und Unterricht
85423;Erziehung und Unterricht
85424;Erziehung und Unterricht
855;Erziehung und Unterricht
8551;Erziehung und Unterricht
85510;Erziehung und Unterricht
8552;Erziehung und Unterricht
85520;Erziehung und Unterricht
8553;Erziehung und Unterricht
85530;Erziehung und Unterricht
8559;Erziehung und Unterricht
85591;Erziehung und Unterricht
85592;Erziehung und Unterricht
85599;Erziehung und Unterricht
856;Erziehung und Unterricht
856;Erziehung und Unterricht
85600;Erziehung und Unterricht
86;Gesundheits- und Sozialwesen
861;Gesundheits- und Sozialwesen
861;Gesundheits- und Sozialwesen
86101;Gesundheits- und Sozialwesen
86102;Gesundheits- und Sozialwesen
86103;Gesundheits- und Sozialwesen
862;Gesundheits- und Sozialwesen
8621;Gesundheits- und Sozialwesen
86210;Gesundheits- und Sozialwesen
8622;Gesundheits- und Sozialwesen
86220;Gesundheits- und Sozialwesen
8623;Gesundheits- und Sozialwesen
86230;Gesundheits- und Sozialwesen
869;Gesundheits- und Sozialwesen
869;Gesundheits- und Sozialwesen
86901;Gesundheits- und Sozialwesen
86902;Gesundheits- und Sozialwesen
86903;Gesundheits- und Sozialwesen
86909;Gesundheits- und Sozialwesen
87;Gesundheits- und Sozialwesen
871;Gesundheits- und Sozialwesen
871;Gesundheits- und Sozialwesen
87100;Gesundheits- und Sozialwesen
872;Gesundheits- und Sozialwesen
872;Gesundheits- und Sozialwesen
87200;Gesundheits- und Sozialwesen
873;Gesundheits- und Sozialwesen
873;Gesundheits- und Sozialwesen
87300;Gesundheits- und Sozialwesen
879;Gesundheits- und Sozialwesen
879;Gesundheits- und Sozialwesen
87900;Gesundheits- und Sozialwesen
88;Gesundheits- und Sozialwesen
881;Gesundheits- und Sozialwesen
881;Gesundheits- und Sozialwesen
88101;Gesundheits- und Sozialwesen
88102;Gesundheits- und Sozialwesen
889;Gesundheits- und Sozialwesen
8891;Gesundheits- und Sozialwesen
88910;Gesundheits- und Sozialwesen
8899;Gesundheits- und Sozialwesen
88990;Gesundheits- und Sozialwesen
90;Kunst Unterhaltung und Erholung
90;Kunst Unterhaltung und Erholung
9001;Kunst Unterhaltung und Erholung
90011;Kunst Unterhaltung und Erholung
90012;Kunst Unterhaltung und Erholung
90013;Kunst Unterhaltung und Erholung
90014;Kunst Unterhaltung und Erholung
9002;Kunst Unterhaltung und Erholung
90020;Kunst Unterhaltung und Erholung
9003;Kunst Unterhaltung und Erholung
90031;Kunst Unterhaltung und Erholung
90032;Kunst Unterhaltung und Erholung
90033;Kunst Unterhaltung und Erholung
90034;Kunst Unterhaltung und Erholung
90035;Kunst Unterhaltung und Erholung
9004;Kunst Unterhaltung und Erholung
90041;Kunst Unterhaltung und Erholung
90042;Kunst Unterhaltung und Erholung
90043;Kunst Unterhaltung und Erholung
91;Kunst Unterhaltung und Erholung
91;Kunst Unterhaltung und Erholung
9101;Kunst Unterhaltung und Erholung
91010;Kunst Unterhaltung und Erholung
9102;Kunst Unterhaltung und Erholung
91020;Kunst Unterhaltung und Erholung
9103;Kunst Unterhaltung und Erholung
91030;Kunst Unterhaltung und Erholung
9104;Kunst Unterhaltung und Erholung
91040;Kunst Unterhaltung und Erholung
92;Kunst Unterhaltung und Erholung
92;Kunst Unterhaltung und Erholung
92;Kunst Unterhaltung und Erholung
92001;Kunst Unterhaltung und Erholung
92002;Kunst Unterhaltung und Erholung
92003;Kunst Unterhaltung und Erholung
93;Kunst Unterhaltung und Erholung
931;Kunst Unterhaltung und Erholung
9311;Kunst Unterhaltung und Erholung
93110;Kunst Unterhaltung und Erholung
9312;Kunst Unterhaltung und Erholung
93120;Kunst Unterhaltung und Erholung
9313;Kunst Unterhaltung und Erholung
93130;Kunst Unterhaltung und Erholung
9319;Kunst Unterhaltung und Erholung
93190;Kunst Unterhaltung und Erholung
932;Kunst Unterhaltung und Erholung
9321;Kunst Unterhaltung und Erholung
93210;Kunst Unterhaltung und Erholung
9329;Kunst Unterhaltung und Erholung
93290;Kunst Unterhaltung und Erholung
94;Erbringung von sonstigen Dienstleistungen
941;Erbringung von sonstigen Dienstleistungen
9411;Erbringung von sonstigen Dienstleistungen
94110;Erbringung von sonstigen Dienstleistungen
9412;Erbringung von sonstigen Dienstleistungen
94120;Erbringung von sonstigen Dienstleistungen
942;Erbringung von sonstigen Dienstleistungen
942;Erbringung von sonstigen Dienstleistungen
94200;Erbringung von sonstigen Dienstleistungen
949;Erbringung von sonstigen Dienstleistungen
9491;Erbringung von sonstigen Dienstleistungen
94910;Erbringung von sonstigen Dienstleistungen
9492;Erbringung von sonstigen Dienstleistungen
94920;Erbringung von sonstigen Dienstleistungen
9499;Erbringung von sonstigen Dienstleistungen
94991;Erbringung von sonstigen Dienstleistungen
94992;Erbringung von sonstigen Dienstleistungen
94993;Erbringung von sonstigen Dienstleistungen
94994;Erbringung von sonstigen Dienstleistungen
94999;Erbringung von sonstigen Dienstleistungen
95;Erbringung von sonstigen Dienstleistungen
951;Erbringung von sonstigen Dienstleistungen
9511;Erbringung von sonstigen Dienstleistungen
95110;Erbringung von sonstigen Dienstleistungen
9512;Erbringung von sonstigen Dienstleistungen
95120;Erbringung von sonstigen Dienstleistungen
952;Erbringung von sonstigen Dienstleistungen
9521;Erbringung von sonstigen Dienstleistungen
95210;Erbringung von sonstigen Dienstleistungen
9522;Erbringung von sonstigen Dienstleistungen
95220;Erbringung von sonstigen Dienstleistungen
9523;Erbringung von sonstigen Dienstleistungen
95230;Erbringung von sonstigen Dienstleistungen
9524;Erbringung von sonstigen Dienstleistungen
95240;Erbringung von sonstigen Dienstleistungen
9525;Erbringung von sonstigen Dienstleistungen
95250;Erbringung von sonstigen Dienstleistungen
9529;Erbringung von sonstigen Dienstleistungen
95290;Erbringung von sonstigen Dienstleistungen
96;Erbringung von sonstigen Dienstleistungen
96;Erbringung von sonstigen Dienstleistungen
9601;Erbringung von sonstigen Dienstleistungen
96010;Erbringung von sonstigen Dienstleistungen
9602;Erbringung von sonstigen Dienstleistungen
96021;Erbringung von sonstigen Dienstleistungen
96022;Erbringung von sonstigen Dienstleistungen
9603;Erbringung von sonstigen Dienstleistungen
96031;Erbringung von sonstigen Dienstleistungen
96032;Erbringung von sonstigen Dienstleistungen
9604;Erbringung von sonstigen Dienstleistungen
96040;Erbringung von sonstigen Dienstleistungen
9609;Erbringung von sonstigen Dienstleistungen
96090;Erbringung von sonstigen Dienstleistungen
97;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
97000;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
981;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
981;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98100;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
982;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
982;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
98200;Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt
99;Exterritoriale Organisationen und Körperschaften
99;Exterritoriale Organisationen und Körperschaften
99;Exterritoriale Organisationen und Körperschaften
99000;Exterritoriale Organisationen und Körperschaften
